 ,Label,Area,Mean,X,Y,Feret,%Area,Slice,FeretX,FeretY,FeretAngle,MinFeret
97,Stack:2,2.115,255,7.874,12.853,5.157,100,2,5.714,10.667,134.145,2.906
98,Stack:2,0.154,255,17.040,11.301,1.512,100,2,16.707,10.721,120.256,0.242
99,Stack:2,0.622,255,20.843,12.189,3.359,100,2,19.810,11.048,130.400,0.331
100,Stack:2,0.489,255,9.077,11.749,1.505,100,2,8.599,12.354,49.399,0.455
101,Stack:2,0.320,255,13.570,11.740,0.999,100,2,13.116,11.483,150.642,0.546
102,Stack:2,0.160,255,12.545,12.086,0.950,100,2,12.354,11.646,113.629,0.299
103,Stack:2,0.678,255,19.459,12.988,3.202,100,2,18.721,11.701,121.799,0.462
104,Stack:2,0.681,255,26.357,12.764,2.273,100,2,25.361,11.701,137.911,0.770
105,Stack:2,0.136,255,3.612,12.146,0.682,100,2,3.537,11.755,118.610,0.478
106,Stack:2,0.163,255,10.275,12.685,1.234,100,2,9.796,13.170,48.576,0.245
107,Stack:2,0.184,255,13.543,12.822,1.088,100,2,13.224,12.354,126.870,0.332
108,Stack:2,0.148,255,3.395,12.677,0.544,100,2,3.211,12.463,143.130,0.487
109,Stack:2,0.258,255,12.093,12.971,1.270,100,2,11.646,12.463,136.736,0.346
110,Stack:2,0.267,255,14.370,13.330,0.832,100,2,14.367,13.714,78.690,0.567
111,Stack:2,0.367,255,23.741,13.764,1.829,100,2,23.020,12.898,126.529,0.403
112,Stack:2,0.258,255,18.407,13.468,1.438,100,2,18.122,12.952,119.476,0.339
113,Stack:2,0.275,255,24.993,13.564,1.072,100,2,24.653,13.061,113.962,0.514
114,Stack:2,0.367,255,5.844,13.565,0.999,100,2,5.605,13.116,119.358,0.652
115,Stack:2,0.113,255,1.978,13.389,0.635,100,2,1.687,13.497,30.964,0.341
116,Stack:2,0.702,255,4.178,13.870,2.658,100,2,3.483,13.170,132.510,0.770
117,Stack:2,0.261,255,27.543,13.967,1.073,100,2,27.320,14.422,59.534,0.423
118,Stack:2,0.116,255,13.532,13.916,0.568,100,2,13.442,13.605,106.699,0.327
119,Stack:2,0.421,255,25.666,14.372,1.587,100,2,25.796,15.238,84.094,0.586
120,Stack:2,0.370,255,11.664,14.376,2.003,100,2,10.939,13.714,132.797,0.539
121,Stack:2,0.163,255,12.722,14.007,0.664,100,2,12.463,13.769,124.992,0.390
122,Stack:2,0.347,255,22.675,14.492,1.361,100,2,22.150,13.932,126.870,0.462
123,Stack:2,0.424,255,6.201,14.632,1.387,100,2,5.605,15.075,48.180,0.600
124,Stack:2,0.486,255,3.551,15.023,2.049,100,2,2.721,14.150,129.611,0.514
125,Stack:2,0.252,255,15.119,14.571,0.901,100,2,14.694,14.803,25.017,0.434
126,Stack:2,0.536,255,10.234,14.890,2.134,100,2,9.197,15.619,37.747,0.510
127,Stack:2,0.190,255,7.864,14.638,0.809,100,2,7.565,14.313,132.274,0.475
128,Stack:2,0.210,255,1.939,14.844,1.275,100,2,1.415,15.293,39.806,0.314
129,Stack:2,0.278,255,8.486,14.993,0.893,100,2,8.163,15.238,52.431,0.589
130,Stack:2,0.314,255,14.025,15.132,0.879,100,2,13.660,15.075,158.199,0.599
131,Stack:2,0.468,255,23.804,15.452,1.742,100,2,23.020,16.000,38.660,0.654
132,Stack:2,0.320,255,21.660,15.468,1.547,100,2,21.061,15.129,140.711,0.500
133,Stack:2,0.166,255,27.625,15.352,0.740,100,2,27.429,15.619,53.973,0.346
134,Stack:2,0.492,255,16.556,16.072,2.279,100,2,15.946,15.075,123.311,0.679
135,Stack:2,0.323,255,5.238,15.877,1.486,100,2,5.061,15.184,113.749,0.454
136,Stack:2,0.258,255,11.122,15.618,1.001,100,2,10.612,15.837,22.380,0.397
137,Stack:2,0.124,255,7.553,15.746,0.850,100,2,7.293,15.456,129.806,0.278
138,Stack:2,0.184,255,14.740,15.816,1.080,100,2,14.367,16.163,40.914,0.363
139,Stack:2,0.160,255,13.174,15.975,0.710,100,2,13.061,15.565,122.471,0.507
140,Stack:2,0.394,255,7.265,16.595,2.025,100,2,6.748,15.673,126.254,0.477
141,Stack:2,0.145,255,25.784,15.978,0.544,100,2,25.524,16.054,36.870,0.435
142,Stack:2,0.909,255,1.738,16.846,2.780,100,2,0.653,17.633,40.236,0.671
143,Stack:2,0.142,255,0.634,16.223,0.886,100,2,0.272,16.490,42.510,0.231
144,Stack:2,0.509,255,18.985,16.397,1.003,100,2,18.830,16.871,77.471,0.790
145,Stack:2,0.118,255,21.295,16.220,0.726,100,2,21.170,15.891,102.995,0.272
146,Stack:2,0.193,255,27.708,16.326,0.912,100,2,27.592,15.891,107.354,0.381
147,Stack:2,0.113,255,11.721,16.127,0.539,100,2,11.537,16.327,45.000,0.341
148,Stack:2,0.166,255,4.447,16.463,1.102,100,2,4.136,16.000,122.905,0.257
149,Stack:2,0.477,255,9.720,16.566,1.470,100,2,9.361,17.252,51.009,0.703
150,Stack:2,0.498,255,13.185,17.105,2.156,100,2,12.571,17.578,42.955,0.998
151,Stack:2,0.480,255,15.278,16.706,1.177,100,2,14.748,16.381,146.310,0.695
152,Stack:2,0.154,255,26.584,16.735,0.730,100,2,26.395,16.435,116.565,0.341
153,Stack:2,0.240,255,20.908,17.120,1.847,100,2,20.299,16.544,135.000,0.269
154,Stack:2,0.432,255,24.042,17.210,1.315,100,2,23.456,17.469,24.444,0.495
155,Stack:2,0.142,255,25.730,17.240,0.740,100,2,25.415,17.197,162.897,0.342
156,Stack:2,0.272,255,2.623,17.480,1.121,100,2,2.177,17.850,29.055,0.484
157,Stack:2,0.145,255,10.026,17.443,0.560,100,2,9.796,17.633,29.055,0.448
158,Stack:2,0.296,255,19.549,17.606,1.012,100,2,19.048,17.850,36.254,0.556
159,Stack:2,0.240,255,17.788,17.657,0.981,100,2,17.633,17.306,123.690,0.528
160,Stack:2,0.338,255,8.067,17.821,1.168,100,2,7.728,18.395,62.241,0.529
161,Stack:2,0.293,255,14.172,17.787,1.045,100,2,13.823,17.415,128.660,0.453
162,Stack:2,0.358,255,15.781,17.926,0.952,100,2,15.619,18.395,59.036,0.574
163,Stack:2,0.116,255,26.949,17.783,0.589,100,2,26.776,17.524,123.690,0.316
164,Stack:2,0.705,255,6.015,18.607,2.297,100,2,5.007,17.578,126.327,0.914
165,Stack:2,0.118,255,10.744,17.823,0.732,100,2,10.503,18.122,48.013,0.269
166,Stack:2,0.432,255,23.563,18.325,1.812,100,2,22.912,17.578,131.348,0.454
167,Stack:2,0.317,255,24.963,18.231,1.084,100,2,24.435,18.122,162.474,0.490
168,Stack:2,0.370,255,13.127,18.819,1.374,100,2,12.952,18.231,123.690,0.604
169,Stack:2,0.441,255,16.859,18.783,1.284,100,2,16.490,19.320,53.616,0.519
170,Stack:2,0.151,255,19.198,18.793,0.878,100,2,19.048,19.211,82.875,0.517
171,Stack:2,0.187,255,1.487,18.645,0.804,100,2,1.143,18.395,151.699,0.363
172,Stack:2,0.190,255,4.036,18.650,0.785,100,2,3.701,18.503,146.310,0.423
173,Stack:2,0.284,255,3.183,19.091,1.480,100,2,2.776,18.503,126.027,0.385
174,Stack:2,0.891,255,15.338,19.933,3.117,100,2,14.694,18.558,114.775,0.457
175,Stack:2,0.139,255,0.745,19.282,0.924,100,2,0.435,18.939,135.000,0.231
176,Stack:2,0.110,255,19.756,19.301,0.662,100,2,19.701,19.646,80.538,0.272
177,Stack:2,0.127,255,10.314,19.275,0.513,100,2,10.122,19.429,32.005,0.381
178,Stack:2,0.139,255,18.599,19.379,0.981,100,2,18.231,19.211,146.310,0.317
179,Stack:2,0.219,255,23.895,19.618,0.974,100,2,23.728,19.102,116.565,0.504
180,Stack:2,0.424,255,23.271,19.953,1.344,100,2,22.857,19.320,121.759,0.645
181,Stack:2,0.278,255,11.785,19.920,1.057,100,2,11.320,20.245,34.509,0.430
182,Stack:2,0.435,255,9.488,20.047,1.072,100,2,9.197,20.517,66.038,0.654
183,Stack:2,0.264,255,1.401,19.946,0.697,100,2,1.143,20.190,38.660,0.539
184,Stack:2,0.104,255,6.548,19.913,0.568,100,2,6.259,19.864,16.699,0.378
185,Stack:2,0.124,255,12.796,19.986,0.568,100,2,12.680,20.245,73.301,0.378
186,Stack:2,0.373,255,17.516,20.128,1.027,100,2,17.306,20.571,57.995,0.577
187,Stack:2,0.104,255,25.338,19.922,0.468,100,2,25.143,19.810,144.462,0.327
188,Stack:2,0.148,255,5.597,20.532,1.073,100,2,5.279,20.082,120.466,0.236
189,Stack:2,0.121,255,21.195,20.418,0.850,100,2,20.952,20.082,129.806,0.231
190,Stack:2,0.101,255,26.036,20.407,0.697,100,2,25.796,20.082,128.660,0.266
191,Stack:2,0.323,255,4.832,20.577,1.194,100,2,4.354,20.136,133.152,0.462
192,Stack:2,0.299,255,18.009,20.778,1.073,100,2,17.850,21.279,59.534,0.535
193,Stack:2,1.019,255,12.052,21.632,3.408,100,2,10.667,22.531,38.517,0.588
194,Stack:2,0.148,255,6.945,20.689,0.773,100,2,6.639,20.463,140.711,0.346
195,Stack:2,0.116,255,19.904,20.843,0.560,100,2,19.755,20.571,119.055,0.341
196,Stack:2,0.317,255,25.091,20.985,0.936,100,2,24.707,20.626,125.538,0.616
197,Stack:2,0.255,255,10.633,21.075,1.080,100,2,10.231,21.442,40.914,0.374
198,Stack:2,1.513,255,1.612,22.666,3.855,100,2,1.796,24.544,76.945,1.883
199,Stack:2,0.435,255,8.116,21.252,1.072,100,2,8.054,21.769,66.038,0.694
200,Stack:2,0.145,255,0.571,21.048,0.608,100,2,0.272,20.952,169.695,0.422
201,Stack:2,0.207,255,27.539,21.182,0.930,100,2,26.993,20.952,159.444,0.694
202,Stack:2,0.270,255,4.086,21.682,1.645,100,2,3.646,21.007,124.216,0.260
203,Stack:2,1.117,255,7.342,22.860,4.702,100,2,6.150,21.007,127.003,0.524
204,Stack:2,0.110,255,14.620,21.253,0.468,100,2,14.476,21.442,35.538,0.327
205,Stack:2,0.302,255,20.603,21.616,0.845,100,2,20.517,21.986,75.069,0.574
206,Stack:2,0.207,255,18.560,21.512,0.974,100,2,18.068,21.769,26.565,0.390
207,Stack:2,0.666,255,24.281,22.076,2.244,100,2,23.293,21.605,140.906,0.820
208,Stack:2,0.101,255,19.800,21.766,0.513,100,2,19.646,21.605,122.005,0.346
209,Stack:2,0.142,255,2.959,21.966,0.773,100,2,2.721,21.714,129.289,0.308
210,Stack:2,0.335,255,13.487,22.177,0.925,100,2,13.116,22.476,28.072,0.641
211,Stack:2,0.453,255,21.421,22.596,1.449,100,2,20.735,23.020,34.287,0.572
212,Stack:2,0.124,255,0.190,22.389,0.740,100,2,0.054,22.694,53.973,0.308
213,Stack:2,0.415,255,26.393,22.858,1.785,100,2,25.741,22.150,127.569,0.418
214,Stack:2,0.690,255,3.407,23.387,2.704,100,2,2.286,22.259,139.899,0.834
215,Stack:2,1.158,255,16.680,23.462,3.733,100,2,15.238,22.585,134.409,1.132
216,Stack:2,0.533,255,6.054,22.987,2.244,100,2,5.170,22.422,140.906,0.416
217,Stack:2,0.361,255,22.692,22.958,1.344,100,2,22.313,22.422,121.759,0.402
218,Stack:2,0.178,255,27.089,22.820,0.756,100,2,26.939,22.476,120.256,0.390
219,Stack:2,0.252,255,10.216,23.088,0.952,100,2,9.796,22.857,149.036,0.439
220,Stack:2,0.163,255,19.658,23.041,0.589,100,2,19.429,22.857,146.310,0.423
221,Stack:2,0.338,255,24.865,23.776,1.797,100,2,24.381,23.075,125.134,0.311
222,Stack:2,0.104,255,19.062,23.320,0.513,100,2,18.830,23.184,147.995,0.308
223,Stack:2,0.252,255,27.654,23.947,1.223,100,2,27.429,23.293,110.854,0.394
224,Stack:2,0.130,255,12.726,23.782,0.658,100,2,12.571,24.054,65.556,0.378
225,Stack:2,0.364,255,10.217,24.054,1.462,100,2,9.578,23.728,135.000,0.865
226,Stack:2,0.974,255,23.251,25.143,4.810,100,2,21.660,23.510,135.458,0.398
227,Stack:2,0.361,255,19.907,24.024,1.485,100,2,19.265,24.327,28.443,0.441
228,Stack:2,0.791,255,7.014,25.256,3.064,100,2,5.932,24.000,123.408,0.553
229,Stack:2,0.376,255,20.255,24.578,1.234,100,2,19.646,24.871,41.424,0.477
230,Stack:2,0.323,255,9.895,24.999,1.905,100,2,9.306,24.163,126.870,0.322
231,Stack:2,0.305,255,14.683,24.592,1.624,100,2,14.095,24.218,140.440,0.458
232,Stack:2,0.210,255,25.005,24.611,1.157,100,2,24.599,24.163,131.186,0.307
233,Stack:2,0.483,255,11.976,24.705,1.199,100,2,11.374,24.218,140.528,0.981
234,Stack:2,0.181,255,27.094,24.728,0.621,100,2,26.884,24.490,142.125,0.423
235,Stack:2,0.195,255,10.605,25.236,1.777,100,2,10.014,24.544,130.030,0.238
236,Stack:2,0.551,255,4.913,25.440,2.816,100,2,4.027,24.653,131.082,0.480
237,Stack:2,1.351,255,17.959,26.333,6.477,100,2,15.619,24.653,142.167,0.550
238,Stack:2,0.136,255,2.655,25.084,0.893,100,2,2.395,24.762,127.569,0.268
239,Stack:2,0.572,255,14.277,25.693,2.279,100,2,13.333,24.925,139.844,0.586
240,Stack:2,0.302,255,9.379,25.422,1.275,100,2,9.088,24.925,129.806,0.568
241,Stack:2,0.154,255,12.861,25.288,0.740,100,2,12.789,25.687,72.897,0.435
242,Stack:2,0.586,255,1.193,25.877,1.938,100,2,0.490,25.252,141.843,0.507
243,Stack:2,0.421,255,20.893,26.002,1.465,100,2,20.245,26.231,21.801,0.481
244,Stack:2,0.124,255,26.010,26.034,1.088,100,2,25.578,25.741,143.130,0.213
245,Stack:2,0.154,255,13.201,26.265,1.080,100,2,12.898,25.905,130.914,0.308
246,Stack:2,0.195,255,10.661,26.306,0.927,100,2,10.286,26.014,139.764,0.308
247,Stack:2,1.277,255,9.093,29.095,7.184,100,2,6.694,26.177,130.083,0.500
248,Stack:2,0.557,255,15.316,26.802,2.156,100,2,14.150,26.830,10.176,1.024
249,Stack:2,0.104,255,0.714,26.790,0.732,100,2,0.435,26.503,131.987,0.269
250,Stack:2,0.252,255,2.056,27.135,0.893,100,2,1.687,27.429,37.569,0.423
251,Stack:2,0.127,255,17.522,27.044,0.732,100,2,17.252,26.776,131.987,0.269
252,Stack:2,0.421,255,21.487,27.148,1.387,100,2,20.844,27.429,25.560,0.501
253,Stack:2,0.142,255,8.905,27.320,1.057,100,2,8.435,26.993,145.491,0.257
254,Stack:2,0.412,255,3.220,27.656,1.470,100,2,2.721,27.102,128.991,0.500
255,Stack:2,0.142,255,5.561,27.525,1.088,100,2,5.224,27.102,126.870,0.254
256,Stack:2,0.240,255,17.032,27.603,1.387,100,2,16.490,27.102,138.180,0.269
257,Stack:2,2.044,255,12.492,30.522,7.931,100,2,9.415,27.592,133.332,0.916
258,Stack:2,0.181,255,0.213,27.720,0.710,100,2,0.000,28.027,57.529,0.413
259,Stack:2,0.909,255,16.435,28.304,2.221,100,2,16.109,27.483,120.964,0.729
260,Stack:2,0.181,255,18.429,27.872,1.073,100,2,17.905,27.537,149.534,0.336
261,Stack:2,0.619,255,14.460,29.221,3.855,100,2,13.061,27.592,131.566,0.375
262,Stack:2,0.296,255,2.400,28.094,1.027,100,2,2.068,27.701,122.005,0.507
263,Stack:2,0.329,255,6.524,28.358,1.387,100,2,6.150,27.755,131.820,0.388
264,Stack:2,0.110,255,26.004,28.246,0.756,100,2,25.796,27.918,120.256,0.233
265,Stack:2,0.841,255,3.556,28.948,2.797,100,2,2.340,29.823,37.093,0.668
266,Stack:2,0.139,255,21.510,28.365,0.710,100,2,21.333,28.082,122.471,0.317
267,Stack:2,0.373,255,27.342,28.819,1.829,100,2,26.776,28.136,126.529,0.311
268,Stack:2,0.628,255,13.211,28.911,2.585,100,2,12.299,28.299,139.268,0.500
269,Stack:2,0.281,255,1.488,29.217,1.966,100,2,0.653,28.408,131.634,0.332
270,Stack:2,1.256,255,23.270,30.163,5.872,100,2,22.367,28.408,124.426,1.103
271,Stack:2,0.163,255,18.313,28.826,0.756,100,2,18.068,28.517,120.256,0.390
272,Stack:2,0.127,255,19.474,28.768,0.635,100,2,19.211,28.626,149.036,0.308
273,Stack:2,0.930,255,25.973,29.773,3.387,100,2,24.816,28.571,133.698,0.462
274,Stack:2,0.121,255,5.319,29.245,0.544,100,2,5.116,29.442,36.870,0.341
275,Stack:2,1.102,255,21.633,31.305,5.018,100,2,20.354,29.497,126.621,0.651
276,Stack:2,0.524,255,17.946,30.506,2.581,100,2,17.306,29.551,124.695,0.349
277,Stack:2,0.293,255,0.881,30.157,1.132,100,2,0.381,29.769,125.218,0.647
278,Stack:2,0.139,255,1.549,30.212,0.637,100,2,1.415,29.878,109.983,0.327
279,Stack:2,1.472,255,20.890,32.738,6.264,100,2,18.776,29.878,124.380,0.629
280,Stack:2,0.886,255,15.549,31.461,3.215,100,2,14.422,30.204,123.959,0.796
281,Stack:2,0.533,255,5.055,30.817,1.470,100,2,4.517,31.238,38.991,0.577
282,Stack:2,0.169,255,0.388,30.935,0.981,100,2,0.109,30.476,123.690,0.335
283,Stack:2,0.418,255,8.243,31.169,1.736,100,2,7.510,30.531,147.804,0.616
284,Stack:2,0.124,255,4.035,30.798,0.487,100,2,3.810,30.857,26.565,0.381
285,Stack:2,0.101,255,17.348,30.945,0.560,100,2,17.252,30.694,119.055,0.276
286,Stack:2,0.569,255,2.998,32.019,2.430,100,2,2.286,30.912,124.046,0.491
287,Stack:2,0.347,255,6.323,31.605,1.189,100,2,5.986,32.054,74.055,0.709
288,Stack:2,0.951,255,24.479,33.799,5.312,100,2,22.476,31.075,127.926,0.766
289,Stack:2,0.421,255,12.071,31.865,1.391,100,2,11.483,31.565,149.421,0.500
290,Stack:2,0.151,255,9.430,31.633,0.586,100,2,9.143,31.510,158.199,0.423
291,Stack:2,0.412,255,5.690,32.317,1.951,100,2,4.844,31.728,149.859,0.462
292,Stack:2,0.163,255,11.182,32.253,1.284,100,2,10.830,31.728,126.384,0.227
293,Stack:2,0.545,255,27.009,32.616,2.464,100,2,26.068,31.782,136.790,0.347
294,Stack:2,1.300,255,18.870,32.969,4.392,100,2,17.306,31.891,146.113,1.385
295,Stack:2,0.524,255,8.954,32.420,1.745,100,2,8.109,32.599,3.576,0.741
296,Stack:2,0.764,255,0.696,33.523,2.653,100,2,0.000,32.327,115.514,0.720
297,Stack:2,0.382,255,7.256,33.027,1.243,100,2,7.075,32.490,113.199,0.513
298,Stack:2,0.258,255,4.941,33.022,0.785,100,2,4.517,32.925,146.310,0.534
299,Stack:2,0.110,255,3.228,33.189,0.568,100,2,3.156,32.871,106.699,0.327
300,Stack:2,0.803,255,13.462,34.182,2.101,100,2,12.952,35.048,73.443,0.967
301,Stack:2,0.737,255,10.132,34.161,2.816,100,2,9.143,33.361,131.082,0.561
302,Stack:2,1.045,255,17.676,34.335,3.429,100,2,17.088,33.252,125.961,1.026
