 ,Label,Area,Mean,X,Y,Feret,%Area,Slice,FeretX,FeretY,FeretAngle,MinFeret
298,Stack:1,0.101,255,13.210,34.002,0.465,100,1,13.116,33.796,110.556,0.327
299,Stack:1,0.275,255,6.934,34.898,1.136,100,1,6.531,35.374,73.301,0.731
300,Stack:1,1.149,255,0.926,35.687,3.201,100,1,0.000,36.952,54.689,0.693
301,Stack:1,1.179,255,3.239,35.944,4.209,100,1,1.306,37.605,49.720,1.182
302,Stack:1,0.187,255,14.185,34.744,0.886,100,1,13.878,34.395,132.510,0.318
303,Stack:1,0.148,255,15.958,35.047,1.385,100,1,15.456,34.558,135.000,0.192
304,Stack:1,0.207,255,22.853,34.936,1.088,100,1,22.531,34.558,126.870,0.346
305,Stack:1,0.332,255,9.365,35.331,1.505,100,1,8.925,34.776,130.601,0.346
306,Stack:1,0.272,255,13.188,35.576,1.102,100,1,12.680,35.211,147.095,0.519
307,Stack:1,0.791,255,14.288,36.431,2.320,100,1,13.551,37.497,39.289,0.823
308,Stack:1,0.249,255,16.887,36.133,0.927,100,1,16.599,35.755,139.764,0.490
309,Stack:1,0.610,255,6.539,36.742,2.355,100,1,5.769,35.810,130.314,0.476
310,Stack:1,0.548,255,8.468,36.864,1.972,100,1,8.000,36.082,129.401,0.491
311,Stack:1,0.175,255,10.610,36.563,0.969,100,1,10.340,36.190,128.157,0.288
312,Stack:1,0.850,255,18.360,36.978,2.780,100,1,16.980,37.224,3.366,0.841
313,Stack:1,0.424,255,5.094,37.335,1.518,100,1,4.245,37.605,14.534,0.583
314,Stack:1,0.107,255,10.441,37.382,0.893,100,1,10.068,37.061,142.431,0.231
315,Stack:1,0.234,255,15.710,37.469,1.153,100,1,15.129,37.605,19.290,0.355
