 ,Label,Area,Mean,X,Y,Feret,%Area,Slice,FeretX,FeretY,FeretAngle,MinFeret
279,Stack:1,0.412,255,11.623,31.255,2.265,100,1,10.884,30.966,144.782,0.838
280,Stack:1,0.501,255,27.341,31.771,2.325,100,1,26.612,30.803,122.574,0.389
281,Stack:1,2.307,255,19.476,34.175,10.320,100,1,15.619,30.912,140.349,0.534
282,Stack:1,0.435,255,10.890,31.757,1.677,100,1,10.449,31.075,125.754,0.423
283,Stack:1,0.116,255,12.886,31.459,0.804,100,1,12.626,31.075,118.301,0.334
284,Stack:1,0.302,255,6.724,31.545,0.860,100,1,6.259,31.728,18.435,0.599
285,Stack:1,1.007,255,3.033,32.565,3.802,100,1,1.252,33.034,23.629,0.782
286,Stack:1,0.222,255,0.292,32.054,1.003,100,1,0.000,32.327,40.601,0.462
287,Stack:1,0.480,255,23.676,33.104,3.742,100,1,22.476,31.673,130.872,0.296
288,Stack:1,1.801,255,15.633,33.963,6.299,100,1,13.333,32.218,140.258,0.625
289,Stack:1,0.284,255,0.375,32.747,1.424,100,1,0.000,33.306,46.548,0.453
290,Stack:1,0.341,255,5.883,33.013,1.930,100,1,5.279,32.272,130.426,0.297
291,Stack:1,0.127,255,12.373,32.746,0.730,100,1,12.027,32.544,153.435,0.346
292,Stack:1,0.477,255,5.284,33.650,2.043,100,1,4.571,32.762,131.760,0.649
293,Stack:1,0.465,255,7.989,33.596,2.156,100,1,7.184,32.762,132.955,0.392
294,Stack:1,0.118,255,13.056,33.067,0.655,100,1,12.789,32.871,138.366,0.308
295,Stack:1,1.662,255,24.236,34.936,6.901,100,1,21.878,33.034,138.517,0.537
296,Stack:1,0.983,255,11.159,35.391,4.278,100,1,9.578,33.524,126.724,0.677
297,Stack:1,0.418,255,0.201,34.397,1.281,100,1,0.000,35.048,77.735,0.435
