 ,Label,X,Y,Width,Height,Area,NearestNeighborDistance,Perimeter,Circularity,Roundness,AR,Solidity,Feret,FeretAR,Compactness,Extent,IntegratedDensity,RawIntegratedDensity,FeretAngle,MinFeret,FeretX,FeretY,XM,YM,BX,BY,Major,Minor,Angle,XStart,YStart
1,Along the build_20.tif,3.042,0.698,1.143,0.707,0.308,1.330,3.424,0.330,0.297,3.371,0.705,1.316,2.731,0.545,0.381,78.545,26520.000,150.255,0.482,2.449,0.327,3.042,0.698,2.449,0.327,1.150,0.341,152.865,45.000,6.000
2,Along the build_20.tif,14.957,0.895,1.088,1.197,0.438,1.951,3.405,0.475,0.268,3.736,0.731,1.394,2.980,0.517,0.336,111.776,37740.000,128.660,0.468,14.585,0.327,14.957,0.895,14.422,0.327,1.444,0.386,130.297,268.000,6.000
3,Along the build_20.tif,30.410,1.020,1.252,1.088,0.607,1.317,3.596,0.590,0.356,2.809,0.860,1.557,2.691,0.597,0.446,154.824,52275.000,36.469,0.578,29.878,1.524,30.410,1.020,29.878,0.544,1.474,0.525,40.032,568.000,10.000
4,Along the build_20.tif,41.991,1.126,0.925,1.143,0.284,1.090,3.084,0.376,0.165,6.053,0.747,1.429,4.494,0.406,0.269,72.503,24480.000,130.365,0.318,41.524,0.653,41.991,1.126,41.524,0.599,1.480,0.245,129.531,765.000,11.000
5,Along the build_20.tif,7.842,1.124,0.653,0.816,0.270,1.059,2.455,0.562,0.885,1.130,0.758,0.845,1.301,0.941,0.506,68.727,23205.000,75.069,0.649,7.619,1.524,7.842,1.124,7.565,0.707,0.623,0.551,73.228,142.000,13.000
6,Along the build_20.tif,9.218,1.161,0.816,0.925,0.290,1.039,2.763,0.478,0.455,2.198,0.718,1.022,1.907,0.675,0.384,74.014,24990.000,115.201,0.536,8.871,0.707,9.218,1.161,8.816,0.707,0.901,0.410,125.972,163.000,13.000
7,Along the build_20.tif,23.162,2.517,3.211,3.755,1.356,1.764,10.202,0.164,0.066,15.043,0.659,4.836,9.373,0.258,0.113,345.900,116790.000,129.063,0.516,21.769,0.762,23.162,2.517,21.714,0.762,5.097,0.339,131.911,400.000,14.000
8,Along the build_20.tif,45.095,3.536,3.701,4.680,1.564,2.176,13.950,0.101,0.077,12.986,0.433,5.802,6.342,0.278,0.090,398.767,134640.000,126.225,0.915,43.102,0.762,45.095,3.536,42.993,0.762,5.085,0.392,126.859,792.000,14.000
9,Along the build_20.tif,33.485,1.785,1.959,2.177,0.726,2.303,6.118,0.244,0.135,7.405,0.732,2.929,6.342,0.367,0.170,185.034,62475.000,131.987,0.462,32.653,0.816,33.485,1.785,32.653,0.816,2.616,0.353,134.730,600.000,15.000
10,Along the build_20.tif,37.334,1.299,0.490,0.925,0.252,2.189,2.686,0.438,0.430,2.325,0.700,0.981,2.003,0.656,0.556,64.195,21675.000,109.440,0.490,37.116,0.816,37.334,1.299,37.116,0.816,0.863,0.371,89.719,682.000,15.000
11,Along the build_20.tif,4.521,1.274,1.143,0.871,0.693,1.218,3.512,0.706,0.727,1.376,0.852,1.243,1.443,0.853,0.696,176.726,59670.000,156.801,0.862,3.864,1.143,4.521,1.274,3.864,0.871,1.102,0.801,162.091,82.000,16.000
12,Along the build_20.tif,8.096,2.543,2.776,3.265,1.315,0.745,9.457,0.185,0.118,8.503,0.493,4.082,5.621,0.343,0.145,335.327,113220.000,126.870,0.726,6.748,0.871,8.096,2.543,6.639,0.871,3.773,0.444,134.476,124.000,16.000
13,Along the build_20.tif,18.924,1.439,0.925,1.034,0.275,1.233,2.930,0.403,0.240,4.168,0.732,1.352,3.513,0.490,0.288,70.237,23715.000,130.101,0.385,18.503,0.925,18.924,1.439,18.449,0.925,1.209,0.290,131.336,340.000,17.000
14,Along the build_20.tif,29.189,1.513,0.980,1.252,0.592,1.317,3.506,0.605,0.387,2.583,0.833,1.494,2.248,0.622,0.483,151.048,51000.000,123.111,0.665,28.680,0.980,29.189,1.513,28.626,0.980,1.396,0.540,129.350,527.000,18.000
15,Along the build_20.tif,13.133,1.589,0.980,1.143,0.284,1.411,3.270,0.334,0.201,4.975,0.688,1.437,3.734,0.448,0.254,72.503,24480.000,127.304,0.385,12.789,1.034,13.133,1.589,12.680,1.034,1.342,0.270,135.200,235.000,19.000
16,Along the build_20.tif,10.938,1.865,1.415,1.741,0.634,1.810,5.186,0.296,0.293,3.413,0.585,2.054,2.894,0.541,0.257,161.622,54570.000,122.005,0.710,10.122,1.143,10.938,1.865,10.122,1.143,1.660,0.486,122.786,186.000,21.000
17,Along the build_20.tif,49.757,2.480,2.612,2.776,0.974,1.726,9.380,0.139,0.153,6.552,0.494,3.774,4.969,0.391,0.134,248.474,83895.000,132.663,0.760,48.435,1.143,49.757,2.480,48.381,1.143,2.851,0.435,134.382,890.000,21.000
18,Along the build_20.tif,40.801,1.515,0.599,0.707,0.213,1.197,2.083,0.617,0.613,1.631,0.750,0.779,1.430,0.783,0.503,54.377,18360.000,114.775,0.545,40.707,1.197,40.801,1.515,40.490,1.197,0.666,0.408,112.539,748.000,22.000
19,Along the build_20.tif,39.262,4.450,3.156,5.986,1.712,1.493,16.878,0.076,0.077,12.914,0.364,6.622,7.068,0.278,0.091,436.529,147390.000,115.301,0.937,37.932,1.306,39.262,4.450,37.660,1.306,5.305,0.411,117.547,697.000,24.000
20,Along the build_20.tif,2.260,1.774,0.925,0.871,0.255,1.318,3.026,0.350,0.300,3.334,0.570,1.132,2.434,0.548,0.316,64.951,21930.000,35.218,0.465,1.796,2.122,2.260,1.774,1.796,1.361,1.040,0.312,46.201,43.000,25.000
21,Along the build_20.tif,54.722,3.004,1.687,3.265,0.900,0.853,7.973,0.178,0.087,11.557,0.667,3.651,8.148,0.294,0.163,229.593,77520.000,116.565,0.448,53.932,1.361,54.722,3.004,53.932,1.361,3.640,0.315,116.085,991.000,25.000
22,Along the build_20.tif,5.312,2.200,1.034,1.252,0.527,1.218,4.231,0.370,0.472,2.118,0.673,1.624,2.135,0.687,0.407,134.433,45390.000,50.440,0.760,4.680,2.667,5.312,2.200,4.680,1.415,1.192,0.563,66.445,103.000,26.000
23,Along the build_20.tif,25.465,1.933,1.415,1.088,0.533,1.261,3.891,0.442,0.302,3.309,0.674,1.513,2.239,0.550,0.346,135.943,45900.000,37.694,0.676,24.816,2.503,25.465,1.933,24.762,1.415,1.499,0.453,30.432,472.000,26.000
24,Along the build_20.tif,8.524,1.934,0.925,0.871,0.385,0.745,2.808,0.614,0.859,1.165,0.758,0.939,1.224,0.927,0.478,98.181,33150.000,169.992,0.768,8.054,1.905,8.524,1.934,8.054,1.469,0.756,0.649,18.830,154.000,27.000
25,Along the build_20.tif,39.418,1.972,0.871,0.707,0.175,1.349,2.391,0.384,0.241,4.144,0.674,1.027,3.212,0.491,0.284,44.559,15045.000,32.005,0.320,39.020,2.177,39.418,1.972,39.020,1.633,0.960,0.232,36.808,731.000,30.000
26,Along the build_20.tif,41.871,2.209,0.599,0.816,0.184,1.090,2.527,0.361,0.310,3.226,0.663,0.952,2.461,0.557,0.376,46.825,15810.000,120.964,0.387,41.633,1.796,41.871,2.209,41.578,1.796,0.868,0.269,119.100,765.000,33.000
27,Along the build_20.tif,12.468,2.833,1.361,1.850,0.426,1.411,4.937,0.220,0.098,10.206,0.640,2.265,6.390,0.313,0.169,108.755,36720.000,125.218,0.354,11.810,1.905,12.468,2.833,11.810,1.905,2.354,0.231,125.176,217.000,35.000
28,Along the build_20.tif,31.152,2.302,1.143,1.088,0.355,1.083,4.218,0.251,0.508,1.969,0.445,1.316,1.606,0.713,0.286,90.629,30600.000,29.745,0.820,30.694,2.721,31.152,2.302,30.694,1.905,0.944,0.479,37.888,580.000,35.000
29,Along the build_20.tif,19.137,2.653,1.034,1.306,0.323,0.837,3.981,0.256,0.195,5.117,0.592,1.601,3.890,0.442,0.239,82.321,27795.000,125.311,0.411,18.776,1.959,19.137,2.653,18.667,1.959,1.450,0.283,125.052,345.000,36.000
30,Along the build_20.tif,40.561,2.688,1.524,1.578,0.675,1.197,5.186,0.315,0.317,3.157,0.628,2.156,2.735,0.563,0.281,172.195,58140.000,47.045,0.789,39.891,3.646,40.561,2.688,39.891,2.068,1.647,0.522,41.266,758.000,38.000
31,Along the build_20.tif,26.512,2.943,1.361,1.741,0.684,1.296,4.969,0.348,0.214,4.676,0.662,2.134,3.424,0.462,0.289,174.461,58905.000,52.253,0.623,25.796,3.810,26.512,2.943,25.796,2.122,2.018,0.432,46.868,496.000,39.000
32,Along the build_20.tif,1.391,2.810,0.762,1.306,0.364,1.081,3.334,0.412,0.287,3.489,0.774,1.485,3.403,0.535,0.366,92.895,31365.000,61.557,0.436,1.088,3.483,1.391,2.810,1.034,2.177,1.272,0.365,59.052,31.000,40.000
33,Along the build_20.tif,43.130,2.600,0.599,0.653,0.166,1.248,1.930,0.560,0.300,3.330,0.794,0.886,2.932,0.548,0.424,42.293,14280.000,132.510,0.302,42.830,2.286,43.130,2.600,42.830,2.286,0.839,0.252,128.440,787.000,42.000
34,Along the build_20.tif,19.971,2.729,0.544,0.762,0.148,0.837,1.975,0.477,0.249,4.015,0.769,0.878,3.229,0.499,0.357,37.762,12750.000,119.745,0.272,19.701,2.340,19.971,2.729,19.701,2.340,0.870,0.217,123.346,362.000,43.000
35,Along the build_20.tif,16.831,2.985,1.034,0.925,0.314,1.128,3.089,0.413,0.376,2.663,0.688,1.317,2.423,0.613,0.328,80.056,27030.000,141.710,0.544,16.327,2.395,16.831,2.985,16.327,2.395,1.032,0.387,141.581,300.000,44.000
36,Along the build_20.tif,53.878,2.881,0.762,0.925,0.151,0.853,2.482,0.308,0.135,7.388,0.699,1.199,5.484,0.368,0.214,38.517,13005.000,129.472,0.219,53.497,2.449,53.878,2.881,53.497,2.449,1.192,0.161,128.464,983.000,45.000
37,Along the build_20.tif,24.849,3.034,1.034,0.980,0.281,1.261,3.039,0.383,0.180,5.548,0.696,1.424,4.224,0.425,0.278,71.748,24225.000,136.548,0.337,24.381,2.503,24.849,3.034,24.381,2.503,1.410,0.254,136.825,448.000,46.000
38,Along the build_20.tif,2.437,3.080,0.871,1.088,0.492,1.081,3.148,0.624,0.597,1.674,0.798,1.122,1.612,0.773,0.519,125.370,42330.000,75.964,0.696,2.286,3.646,2.437,3.080,2.014,2.558,1.024,0.612,56.433,44.000,47.000
39,Along the build_20.tif,6.011,3.778,1.143,2.340,0.732,1.559,6.904,0.193,0.330,3.034,0.461,2.380,2.734,0.574,0.274,186.544,62985.000,100.539,0.871,5.823,2.612,6.011,3.778,5.333,2.612,1.681,0.554,114.965,107.000,48.000
40,Along the build_20.tif,52.693,3.630,1.959,2.068,0.580,1.402,5.918,0.208,0.095,10.572,0.688,2.849,8.225,0.308,0.143,148.027,49980.000,133.452,0.346,51.646,2.667,52.693,3.630,51.646,2.667,2.795,0.264,135.975,949.000,49.000
41,Along the build_20.tif,31.698,3.238,0.925,1.034,0.364,1.083,3.506,0.372,0.385,2.600,0.604,1.284,2.124,0.620,0.381,92.895,31365.000,53.616,0.605,31.347,3.755,31.698,3.238,31.238,2.721,1.098,0.422,36.268,587.000,50.000
42,Along the build_20.tif,22.162,4.140,2.068,2.340,0.764,1.293,6.585,0.221,0.104,9.657,0.691,3.052,7.210,0.322,0.158,194.852,65790.000,129.936,0.423,21.061,2.830,22.162,4.140,21.061,2.830,3.065,0.317,134.128,387.000,52.000
43,Along the build_20.tif,28.462,3.392,1.143,1.197,0.278,1.230,3.405,0.302,0.131,7.631,0.718,1.618,5.698,0.362,0.203,70.993,23970.000,132.274,0.284,27.864,2.830,28.462,3.392,27.864,2.830,1.645,0.216,133.690,512.000,52.000
44,Along the build_20.tif,14.342,5.864,5.660,5.224,2.879,0.675,22.297,0.073,0.373,2.678,0.228,6.646,2.154,0.611,0.097,734.094,247860.000,148.392,3.085,11.646,2.884,14.342,5.864,11.646,2.884,3.133,1.170,142.899,214.000,53.000
45,Along the build_20.tif,15.174,3.517,0.871,1.415,0.281,1.261,3.596,0.273,0.158,6.344,0.644,1.634,4.571,0.397,0.228,71.748,24225.000,119.982,0.357,14.803,2.884,15.174,3.517,14.803,2.884,1.508,0.238,122.629,272.000,53.000
46,Along the build_20.tif,49.399,4.169,1.687,2.286,0.853,1.726,6.078,0.290,0.133,7.496,0.739,2.717,5.838,0.365,0.221,217.509,73440.000,122.735,0.465,48.707,2.939,49.399,4.169,48.544,2.939,2.853,0.381,126.438,895.000,54.000
47,Along the build_20.tif,41.922,3.686,0.762,1.197,0.424,0.892,3.583,0.415,0.489,2.043,0.671,1.256,1.650,0.700,0.464,107.999,36465.000,107.650,0.761,41.741,3.102,41.922,3.686,41.578,3.102,1.050,0.514,105.596,767.000,57.000
48,Along the build_20.tif,27.355,3.927,0.435,0.816,0.213,1.230,1.993,0.674,0.445,2.248,0.842,0.832,1.912,0.667,0.600,54.377,18360.000,101.310,0.435,27.265,3.483,27.355,3.927,27.156,3.483,0.781,0.348,96.901,501.000,64.000
49,Along the build_20.tif,7.570,3.792,0.327,0.490,0.113,0.941,1.282,0.861,0.512,1.953,0.894,0.560,1.770,0.716,0.704,28.699,9690.000,60.945,0.317,7.401,4.027,7.570,3.792,7.401,3.537,0.529,0.271,64.676,139.000,65.000
50,Along the build_20.tif,41.032,4.778,0.925,2.340,0.575,1.409,5.582,0.232,0.227,4.410,0.552,2.391,3.502,0.476,0.265,146.517,49470.000,101.821,0.683,40.599,3.537,41.032,4.778,40.544,3.537,1.796,0.407,106.305,746.000,65.000
51,Along the build_20.tif,42.806,3.804,0.707,0.490,0.110,0.892,2.405,0.238,0.359,2.782,0.481,0.860,2.141,0.599,0.316,27.944,9435.000,145.305,0.402,42.449,3.592,42.806,3.804,42.449,3.592,0.623,0.224,152.171,780.000,66.000
52,Along the build_20.tif,15.325,4.769,1.252,2.122,0.533,0.926,5.699,0.206,0.249,4.010,0.501,2.385,3.300,0.499,0.201,135.943,45900.000,117.150,0.723,14.476,3.646,15.325,4.769,14.476,3.646,1.650,0.411,117.629,266.000,67.000
53,Along the build_20.tif,16.753,4.110,0.381,0.599,0.107,1.128,1.866,0.385,0.594,1.685,0.590,0.658,1.726,0.770,0.468,27.189,9180.000,114.444,0.381,16.599,3.755,16.753,4.110,16.544,3.755,0.478,0.284,96.756,305.000,69.000
54,Along the build_20.tif,18.659,4.268,0.980,1.034,0.388,1.667,3.007,0.539,0.264,3.783,0.829,1.352,3.193,0.514,0.383,98.937,33405.000,130.101,0.423,18.231,3.755,18.659,4.268,18.177,3.755,1.367,0.361,133.961,335.000,69.000
55,Along the build_20.tif,33.048,5.313,3.156,2.939,0.652,0.899,8.843,0.105,0.049,20.231,0.613,4.313,14.009,0.222,0.070,166.153,56100.000,137.045,0.308,31.456,3.810,33.048,5.313,31.456,3.810,4.097,0.203,137.271,578.000,70.000
56,Along the build_20.tif,4.505,4.642,1.578,1.633,0.631,1.398,5.648,0.249,0.311,3.212,0.533,2.049,2.565,0.558,0.245,160.866,54315.000,129.611,0.799,4.136,3.864,4.505,4.642,3.864,3.864,1.606,0.500,135.889,76.000,71.000
57,Along the build_20.tif,37.771,4.529,0.980,1.361,0.234,0.923,3.533,0.236,0.105,9.509,0.658,1.677,6.811,0.324,0.176,59.664,20145.000,125.754,0.246,37.333,3.864,37.771,4.529,37.333,3.864,1.683,0.177,124.352,686.000,71.000
58,Along the build_20.tif,34.820,4.219,0.490,0.599,0.136,1.596,1.635,0.641,0.349,2.865,0.773,0.740,2.402,0.591,0.465,34.741,11730.000,126.027,0.308,34.558,3.918,34.820,4.219,34.558,3.918,0.705,0.246,123.530,635.000,72.000
59,Along the build_20.tif,14.511,5.210,2.286,2.231,0.817,0.675,7.501,0.183,0.149,6.706,0.454,3.156,4.403,0.386,0.160,208.446,70380.000,136.397,0.717,13.170,3.973,14.511,5.210,13.170,3.973,2.642,0.394,126.676,242.000,73.000
60,Along the build_20.tif,36.615,4.411,0.599,0.871,0.136,1.162,2.590,0.255,0.188,5.306,0.601,1.027,3.632,0.434,0.261,34.741,11730.000,122.005,0.283,36.299,3.973,36.615,4.411,36.299,3.973,0.959,0.181,124.443,667.000,73.000
61,Along the build_20.tif,3.138,4.349,0.490,0.762,0.228,1.398,2.147,0.622,0.518,1.932,0.794,0.792,1.618,0.719,0.611,58.154,19635.000,74.055,0.490,3.048,4.789,3.138,4.349,2.884,4.027,0.749,0.388,89.094,56.000,74.000
62,Along the build_20.tif,10.952,4.553,0.871,0.925,0.501,1.092,2.936,0.730,0.747,1.339,0.860,1.022,1.257,0.864,0.621,127.636,43095.000,115.201,0.813,10.776,4.027,10.952,4.553,10.558,4.027,0.924,0.690,125.280,198.000,74.000
63,Along the build_20.tif,33.239,4.435,0.544,0.925,0.216,0.899,2.500,0.435,0.295,3.388,0.699,1.047,2.625,0.543,0.429,55.133,18615.000,117.897,0.399,32.980,4.027,33.239,4.435,32.925,4.027,0.966,0.285,110.226,606.000,74.000
64,Along the build_20.tif,30.216,5.269,2.014,2.231,0.652,1.408,6.258,0.209,0.093,10.700,0.647,2.899,6.335,0.306,0.145,166.153,56100.000,129.668,0.458,29.170,4.082,30.216,5.269,29.116,4.082,2.979,0.278,134.527,536.000,75.000
65,Along the build_20.tif,44.780,5.709,2.231,3.320,1.256,2.176,12.097,0.108,0.178,5.631,0.401,3.883,3.489,0.421,0.170,320.222,108120.000,121.239,1.113,43.592,4.082,44.780,5.709,43.537,4.082,3.001,0.533,119.447,801.000,75.000
66,Along the build_20.tif,7.451,4.725,0.925,1.197,0.326,0.941,3.411,0.352,0.245,4.077,0.701,1.480,3.549,0.495,0.294,83.076,28050.000,53.973,0.417,7.020,5.333,7.451,4.725,7.020,4.136,1.300,0.319,55.293,142.000,76.000
67,Along the build_20.tif,9.867,4.425,0.381,0.490,0.110,1.092,1.295,0.821,0.691,1.448,0.822,0.516,1.442,0.831,0.587,27.944,9435.000,71.565,0.358,9.741,4.680,9.867,4.425,9.687,4.190,0.450,0.310,74.024,180.000,77.000
68,Along the build_20.tif,28.831,5.518,2.503,2.939,0.770,1.408,8.028,0.150,0.077,13.000,0.644,3.791,10.468,0.277,0.105,196.363,66300.000,129.174,0.362,27.864,4.245,28.831,5.518,27.755,4.245,3.570,0.275,129.930,512.000,78.000
69,Along the build_20.tif,0.826,5.325,0.925,1.959,0.619,1.673,4.775,0.341,0.295,3.390,0.637,2.049,2.822,0.543,0.342,157.845,53295.000,106.991,0.726,0.435,4.463,0.826,5.325,0.327,4.463,1.635,0.482,114.757,8.000,82.000
70,Along the build_20.tif,22.383,5.415,1.306,1.633,0.264,1.229,4.379,0.173,0.083,12.083,0.578,2.091,8.085,0.288,0.124,67.216,22695.000,128.660,0.259,21.714,4.517,22.383,5.415,21.714,4.517,2.014,0.167,129.882,399.000,83.000
71,Along the build_20.tif,52.807,5.107,0.762,1.143,0.198,1.253,3.084,0.262,0.263,3.799,0.528,1.266,2.663,0.513,0.228,50.601,17085.000,115.463,0.475,52.408,4.517,52.807,5.107,52.408,4.517,0.980,0.258,126.173,963.000,83.000
72,Along the build_20.tif,17.240,5.144,0.762,1.197,0.335,1.143,3.275,0.392,0.294,3.405,0.706,1.419,2.630,0.542,0.367,85.342,28815.000,122.471,0.540,16.871,4.680,17.240,5.144,16.871,4.680,1.205,0.354,117.413,310.000,86.000
73,Along the build_20.tif,37.423,5.384,1.034,1.143,0.178,0.923,3.764,0.158,0.114,8.751,0.526,1.541,5.783,0.338,0.150,45.314,15300.000,132.138,0.267,36.898,4.844,37.423,5.384,36.898,4.844,1.407,0.161,132.193,678.000,89.000
74,Along the build_20.tif,54.452,5.307,0.925,0.707,0.302,1.657,2.845,0.469,0.502,1.993,0.639,1.012,1.560,0.708,0.462,77.035,26010.000,36.254,0.649,54.041,5.497,54.452,5.307,53.932,4.898,0.876,0.439,23.404,1005.000,90.000
75,Along the build_20.tif,51.660,5.612,0.653,1.143,0.349,0.825,2.890,0.526,0.307,3.260,0.819,1.243,2.697,0.554,0.468,89.118,30090.000,113.199,0.461,51.429,4.952,51.660,5.612,51.374,4.952,1.204,0.369,112.698,945.000,91.000
76,Along the build_20.tif,20.301,5.386,0.762,0.871,0.249,1.239,3.044,0.337,0.675,1.482,0.622,1.080,1.651,0.821,0.375,63.440,21420.000,130.914,0.654,19.918,5.170,20.301,5.386,19.864,5.116,0.685,0.462,124.229,372.000,94.000
77,Along the build_20.tif,12.459,6.369,2.503,2.830,0.957,1.348,8.021,0.187,0.103,9.711,0.666,3.742,6.904,0.321,0.135,243.943,82365.000,130.872,0.542,11.429,5.224,12.459,6.369,11.374,5.224,3.439,0.354,130.230,210.000,96.000
