Slice,Particle Count,Total Area,Average Size,Area Fraction,Particle Density,Integrated Density,Perimeter,Circularity,Solidity,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
Mask of Along the build_20-1.tif,585,258.500,0.442,12.335,2.263,112.679,4.204,0.415,0.680,1.530,0.363,102.383,1.741,27.196,17.851,103.458,0.527
